Index,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,Target
27,-0.816746052,0.356332764,1.680372934,-0.879223629,-1.07979461,0.271831219,-0.469482315,0.766415648,0.704790607,-1.412100241,1.15069372,1.064222724,-0.403544474,0.412706875,1.170047146,-0.899497137,0.44168351,0.799528193,1.533282997,0.0322451,0.384047208,1.144296531,-0.117474909,0.048700645,-0.086761341,-0.412717959,0.088152682,0.059377957,50,0
28,1.193034411,-1.493623217,0.527295056,-1.290144887,-1.8892115,-0.76577446,-0.954508163,-0.046216657,-1.943084437,1.557250524,1.276350058,-0.690210347,-0.776426654,0.163611121,0.091664487,-0.058889858,0.36700333,0.362437002,0.023915035,-0.125894369,-0.322069563,-0.988426967,0.122612115,0.453658108,-0.027467603,-0.52088672,-0.001080072,0.040963085,147.19,0
29,-7.90142135,2.720472487,-7.885935672,6.348333552,-5.480119036,-0.33305924,-8.682376446,1.164431078,-4.542447386,-7.74848005,5.266585873,-8.679678803,-1.166365678,-8.107974661,0.701364761,-6.288305758,-13.7531308,-4.329239274,1.504250211,-0.614719345,0.077739051,1.092436595,0.320132727,-0.434642553,-0.380687072,0.213630359,0.423620329,-0.105168534,153.46,1
30,2.154147295,-1.255689036,-1.90714573,-1.90570137,1.309113672,3.664457556,-1.632492362,0.954239472,-0.030255376,0.757508225,-0.047166037,-0.426359795,0.126149835,-0.303911597,0.581930371,1.071933224,0.046243672,-1.284387095,0.318704167,0.045176391,0.320090105,0.905181029,0.176471877,0.741394856,-0.109815489,-0.066997149,0.030707565,-0.054680733,9.9,0
31,1.311207079,-0.169044621,0.274013488,-0.27533064,-0.297573946,0.091102498,-0.512823695,0.120929802,0.32317512,0.037646622,0.29358791,0.269802236,-0.059360742,0.228713941,0.735666828,1.066131751,-1.094381441,0.794562687,0.536009713,-0.040473071,0.046236368,0.134668459,-0.167016059,-0.769585767,0.349924415,1.127503154,-0.06730908,-0.013103656,1,0
32,-1.456876318,3.740305561,-7.404518446,7.440964036,-1.549877954,-1.661696862,-5.757213014,1.615011011,-2.194880726,-6.807135251,6.825793162,-10.39974912,1.83644884,-11.8728451,-3.642392598,-6.044103144,-9.750776387,-3.116372254,0.065317149,0.529557331,0.957897452,0.14533948,-0.044703901,-0.544961671,-0.757756536,-0.005352369,0.318152286,-0.323553623,2.28,1
33,2.07770903,-1.631489877,-1.412774867,-1.631255332,-1.077410725,-0.769297764,-0.700689106,-0.222984571,-1.682684101,1.74995523,0.414568293,-0.564702981,-0.285866264,0.187153698,-0.663244222,-0.266177378,0.154389686,0.235827072,0.39056652,-0.230860028,-0.331107296,-0.848402564,0.223036726,-0.481131757,-0.367103649,-0.430600446,-0.039196182,-0.046606358,131.75,0
34,1.344617462,-0.919216872,0.457216966,-1.046578907,-0.821722373,0.70899574,-1.298688102,0.36427802,-0.392907334,0.765465065,0.342856216,-0.91250738,-0.837930914,-0.041451287,0.890518099,1.784062726,-0.268969391,-0.26979096,0.598617393,0.054166794,0.377441161,0.959171073,-0.225818828,-1.127012556,0.433034647,0.037779532,0.037989933,8.96E-05,24.99,0
35,1.883372226,-0.504040396,-0.511986938,0.295822926,-0.518235031,-0.218073769,-0.497271869,0.111382031,1.084217917,0.007647882,0.542070858,0.736498788,-0.69340205,0.356125264,0.089552843,0.433522385,-0.79642847,0.336751865,0.296176636,-0.181453094,-0.175108317,-0.517237004,0.320646477,-0.465479871,-0.479371622,-0.658903359,0.016968416,-0.040297056,46.85,0
36,-1.153910368,1.53361659,0.434138677,-0.495929846,0.37812612,-0.067809456,0.530506591,0.229061697,0.300116813,0.817030821,0.349626461,-0.382181768,-0.91004757,-0.384143865,0.474689704,0.870161312,-0.666024298,0.812768637,0.558307763,0.497948847,-0.456432743,-0.912640632,-0.160596474,-0.944142042,0.048794592,0.090332809,0.100561929,-0.249672654,9.99,0
37,-1.338561845,1.625290397,1.047136297,-0.225256386,0.025626493,-0.28367641,0.478840693,-0.004421468,-0.066466072,0.579845217,1.942704715,0.719788427,-0.099754504,-0.456322791,0.495241632,0.130679854,0.067717073,-0.210468005,-0.252030355,0.133954627,-0.088610927,-0.461774959,0.056687542,0.162268229,-0.319625585,-0.002602767,-0.459653255,0.13458398,4.48,0
38,1.872135543,-0.316455425,-1.470409019,0.179640902,0.82131376,0.840113443,-0.014857048,0.173740185,0.491329629,-0.122589281,-0.158005411,0.893433968,0.446804077,0.228503335,0.598097493,-1.164800055,0.621144512,-2.324192442,-0.912063755,-0.19567849,-0.146791058,-0.232078303,0.363336713,-0.318642541,-0.392271378,0.338335542,-0.028630854,-0.061265091,38.65,0
39,-0.878599494,1.214635473,0.860003309,0.894837544,0.269241814,-0.470466869,0.343143828,0.380026134,-0.906658204,-0.321029511,-0.205764176,0.877278055,1.450762941,0.396026741,1.091567101,-0.568957464,0.183273911,-0.469984092,0.022482849,0.161362384,0.219123299,0.681604787,-0.093031893,0.127617465,-0.199051656,-0.292709375,0.322083167,0.12125703,8.86,0
40,-0.761753324,0.76142509,-0.146029794,0.82271938,1.329075366,-0.424869931,1.237583593,-0.413542114,-0.20188095,0.809186877,0.074219888,-0.650987455,-2.178740368,0.672175264,-0.675935973,-0.94188889,-0.251260275,0.41635369,1.267336497,-0.227019365,0.07005743,0.592975089,-0.60444773,-0.475724348,-0.216094227,-0.502240093,-0.760403117,-0.651161129,9.99,0
41,1.962875419,-0.770898717,0.123389724,-0.65318677,-1.435529391,-0.916544669,-0.904519795,-0.032752291,2.003221925,-0.588837545,-0.370479192,0.818133654,0.154201484,-0.332544007,0.90811784,-0.018483476,-0.202822414,-0.229195082,0.06314876,-0.171807487,0.041089133,0.355769067,0.352968483,0.445670929,-0.602972347,0.341245103,0.002947327,-0.035519452,14.19,0
42,1.778163393,-0.689839846,0.810282322,1.571636095,-1.298640566,0.681254615,-1.3742668,0.44701304,1.738293374,0.1106379,0.273615425,1.292071899,-0.165663415,-0.662649829,-1.216888902,0.305525694,-0.550814191,0.760172189,-0.271642267,-0.233662405,0.247426615,1.069461009,0.145171615,0.023402756,-0.270987089,-0.5431586,0.114463244,-0.024141253,24,0
43,1.254855342,-0.3076081,-1.006645836,-0.274761492,1.870197986,3.662220189,-0.698419059,0.897296786,0.494880838,-0.1571267,-0.571282789,0.260827478,-0.180827773,-0.032860189,-0.203048431,-0.034437961,-0.40545476,-0.107436022,0.555762824,0.022994294,-0.134564945,-0.323817631,-0.134993408,1.063736733,0.738182378,0.452300232,-0.016523829,0.006272555,19.99,0
44,-1.229617542,-3.753203602,-1.260617623,2.34628117,-1.297023915,0.035338646,1.848399305,-0.377847783,0.027686515,-0.608942605,-0.541570043,0.009928581,-0.753467837,0.726979135,0.489457428,-0.465231565,0.251434838,-0.529717043,-0.883924059,2.304399633,0.743909504,-0.554064911,-1.214423037,0.131783799,0.277150373,-0.362074304,-0.216895255,0.227171236,1259,0
45,2.272752165,-1.688329519,-2.030466689,-2.592191476,0.942769102,3.613261225,-1.894362337,0.893479106,-1.200673541,1.570642846,-0.242219892,-0.703606072,0.382539298,-0.365831073,0.336853166,-0.519537587,0.352255202,-0.126244137,-0.344288062,-0.363374089,-0.14758784,0.005509202,0.302320822,0.683738578,-0.241988161,-0.155199421,0.047312513,-0.051540125,11.2,0
46,-0.662248933,0.898858964,3.006285445,2.774361078,-0.67843474,0.321409243,0.122166942,0.16652137,0.694456448,-0.236539702,0.069845779,-2.977313563,0.94448807,1.133381983,-0.80968526,0.160161753,0.750654812,0.336386443,-0.322077456,0.05549967,-0.096314229,-0.05110476,0.047246249,0.619830018,-0.242274716,-0.023127196,0.087396964,0.125934045,65.15,0
47,2.046731,-0.744951546,-0.999339626,-1.757524033,-0.371808962,-0.227352518,-0.60355764,0.074128404,1.892006224,-0.792474348,0.62284198,1.270724248,0.006598155,0.213635243,0.577073854,-0.00106888,-0.752177675,0.473692982,1.288898753,-0.123498845,-0.211533453,-0.4944581,0.32204263,0.174995127,-0.363233899,-0.581381751,0.014420343,-0.045379359,15.84,0
48,2.079451617,0.165490284,-1.767842627,0.368334971,0.550174765,-0.696190666,0.18315654,-0.213942946,0.466546095,-0.393303958,-0.623073574,0.243165385,0.335755225,-0.897892763,0.237528543,0.29434509,0.455690742,-0.373125326,0.041840351,-0.142649599,-0.36723671,-0.930855883,0.323827953,0.326097507,-0.242496971,0.186282504,-0.057982237,-0.032291924,0.99,0
49,1.922016996,0.095498639,-1.907133409,1.279192416,0.521410935,-1.203209658,0.777636461,-0.397024519,-0.039976931,0.36015639,-0.584021897,-0.291438204,-1.193427743,1.045444672,0.368514063,-0.490632877,-0.215793496,-0.450770942,-0.591205343,-0.209628132,0.17166917,0.380460269,0.028642905,1.060323206,0.371174015,-0.540815457,-0.052329116,-0.044314527,68.94,0
50,-1.566522616,0.29450577,1.322537835,-1.920200992,-0.235559678,-0.70884684,0.843133658,-0.022333051,0.500212412,-0.60214833,-0.444901151,-0.53467267,-1.098394701,-0.065719971,0.438018329,0.756075688,-0.707805703,-0.895174053,-1.857864387,-0.250002875,-0.156106202,-0.269886993,-0.199134582,0.122748741,-0.497763506,0.881844757,-0.380772161,-0.467265878,99.8,0
51,1.076538841,-1.017369224,0.599195848,-0.926908725,-0.564695588,1.487038801,-1.242159687,0.63544994,-0.744742855,0.598165429,2.259441439,0.112153181,-0.494796882,0.119305461,1.439201877,0.298370642,1.116058788,-2.396464683,-0.951352186,0.006854338,0.506709104,1.395875422,-0.012953225,-0.99480213,0.095622426,0.024195835,0.079658193,0.002669443,55,0
52,0.468098905,-2.90544902,-1.678267004,0.811208099,-1.131000084,-0.172564637,0.685011605,-0.228651507,0.616366346,-0.148796517,0.53056845,0.769704573,-0.161205692,0.465604002,-0.219682702,0.563956768,-0.729838039,0.415589064,0.076197311,1.423394972,0.492252335,-0.282075717,-0.518948199,-0.264674694,-0.580479687,0.454823245,-0.212775208,0.069219586,805.09,0
53,-1.052318552,1.463422245,1.523123533,1.050511722,-0.663431859,-0.130458509,0.207807487,0.352854913,-0.597069757,-0.20510882,0.03004445,0.421438749,0.434598104,0.389661638,1.664018137,-0.420811866,0.345935392,-0.477027564,0.283980605,-0.151589879,0.049363182,-0.048626779,0.085074016,0.370617251,-0.552632933,-0.562833955,-0.311892124,0.063750113,39.99,0
54,1.874284709,0.402276511,-0.710203588,3.667407347,0.55829297,0.388873822,0.074280973,-0.009105778,-0.808448346,1.413997146,-1.511445522,-0.264025355,0.261213701,0.075813539,-0.66974869,1.000357711,-0.948274439,-0.267937875,-1.441452701,-0.167522615,0.024188041,0.015244935,0.160916052,0.44090982,-0.048355536,-0.081974532,-0.035098232,-0.032333088,42.46,0
55,-0.640150603,0.726085883,1.530511123,-1.490882675,0.048490659,-0.552723964,0.841475349,-0.268045424,1.25777138,-1.399247585,0.102826295,-1.860132145,3.288112478,0.898008589,-0.857545174,1.205405757,-0.699181858,-0.092803963,-1.728398321,-0.175180584,-0.156851468,-0.273302246,0.055559039,-0.143656527,-0.758317376,0.382465341,-0.063375832,0.14690715,76,0
56,1.70738381,-0.601169144,0.148553685,1.357291297,-0.947856891,0.05710378,-0.782578881,0.234792926,1.000643649,0.288092029,0.72332741,0.771174366,-0.579758818,0.130734272,0.059863483,0.718258001,-0.894629505,0.732544408,-0.505629029,-0.116265333,0.158807852,0.379112251,0.216868995,-0.03983951,-0.44824198,-0.781219262,0.057954606,-0.016580922,90,0
57,-0.790071625,0.907046573,1.388707883,-0.498506421,0.567911238,-0.72508849,0.721192887,-0.019087648,-0.402444136,-0.904500802,-0.125862114,0.018738933,0.012824689,-0.421651362,0.612468535,0.377740243,-0.03921353,-0.664997031,-1.235128521,-0.158359207,-0.135052994,-0.515898324,0.011431795,0.019075468,-0.42134977,-0.097963178,-0.066051405,0.163329342,1.29,0
58,-1.74694168,0.268513243,-0.819983697,0.899060012,2.062543292,-0.477697572,1.37320715,0.194510646,-2.035494806,-0.443781382,0.325952454,0.59991358,0.380787146,1.326998569,-0.569055513,-0.919034446,-0.028441686,0.469641324,1.200414941,0.563381934,0.554843978,0.944405606,-0.539890737,0.297941423,1.643287404,0.073394042,-0.145999743,-0.198980719,131.76,0
59,-2.313202295,2.593931593,-2.302197071,-1.89771678,0.283736067,-0.982826078,0.310181777,0.711308837,1.498738671,1.247115303,-1.692744601,0.196798376,-0.018105128,0.334390704,-0.347577688,0.465550198,-1.032635307,0.018744967,-1.802493539,0.408766542,0.214867031,0.847986434,0.035682786,0.154266153,-0.122190995,-0.483588869,0.607181362,0.472186411,2.95,0
60,1.802152875,-0.307832476,-2.006195937,0.220290762,0.52272222,-0.172218979,0.127467494,-0.055122094,0.679416547,-0.750428743,0.942614128,1.156454449,0.496110719,-1.38246319,-0.76089304,0.261094306,0.665200886,0.549366215,0.486730333,0.123883815,-0.151808626,-0.453412891,0.057171534,0.126212559,-0.048842683,-0.122487985,-0.029381581,-0.009306482,118.42,0
61,2.058916592,0.093895112,-1.843274325,0.212450902,0.655016039,-0.338944067,0.071103999,-0.062179103,0.268029531,-0.207301195,0.780759302,0.682732485,-0.003295651,-0.660803277,-0.461842462,0.626559428,0.086741257,0.318409919,0.486676317,-0.135637467,-0.338589787,-0.906619516,0.280725733,0.098302086,-0.23894559,0.178041068,-0.067346789,-0.044604977,1.79,0
62,0.328174987,0.877003297,-2.492063111,0.359646829,3.625680064,3.158715245,0.292547209,0.520694907,-0.386048194,-0.660790471,1.030432974,-0.824885736,-0.163323187,-2.435896603,2.627303184,-0.49726333,2.481427981,1.649406394,1.84051926,0.328146138,0.23286844,1.040305008,0.068858211,0.51484091,-1.128697769,0.124942865,0.121296631,0.101208883,1,0
63,-2.547718992,-1.83451303,1.443216507,-2.026022241,-0.05222488,-0.387160577,-0.063160297,-0.01773661,-0.621079335,0.211928522,0.38218562,-1.101005637,-1.092855444,-0.373190435,-0.300246227,1.976924697,-0.576086353,-0.224037959,0.24773437,-0.758042578,0.177354232,1.098156193,0.285105384,-0.373267001,0.866246596,0.00498635,-0.150490069,0.22106103,142,0
64,1.204360865,-0.197119837,-0.172166902,0.370999257,1.614803035,4.106763626,-1.229583774,1.009530097,2.045933166,-0.513290738,0.382043991,-2.204656229,1.615416998,1.219302577,-0.369750539,0.376025252,-0.014693736,0.657996216,-0.043295553,-0.046804554,-0.26410669,-0.46715689,-0.031377779,0.940189606,0.549472286,-0.432529392,0.04734868,0.025675926,12.99,0
65,-0.780951922,-0.101645562,2.448791009,-1.087076654,-0.141554383,0.042932291,0.161217779,0.143334615,0.658863304,-0.807390581,0.300123719,0.330367987,-1.047151755,-0.559165583,-1.558808135,0.327175722,-0.568025554,0.134189228,0.230639588,0.042344693,-0.154803337,-0.282902815,-0.127958367,0.05042962,-0.175536398,0.757249805,-0.168507208,-0.141532666,30.58,0
66,1.115314634,-0.215708136,0.822087982,0.12218857,-0.490693047,0.402260372,-0.759861325,0.275889689,1.613458798,-0.4119547,2.630622613,-2.011310446,0.709223968,1.919294771,0.490089299,0.136995354,0.661755007,-0.138841438,-0.831949899,-0.195538964,0.030438937,0.335749957,0.043806543,-0.296159186,-0.00335665,1.076301795,-0.066259404,-0.013209807,15.95,0
67,0.400253245,-0.292694809,0.951297939,-1.547347955,-0.753839654,-0.134998296,-0.602733069,-0.785239409,-0.799612594,0.108759891,-0.370578833,-0.4801582,0.32214981,-0.267089795,0.637328463,1.467148148,0.049896348,-1.851428,-0.613158871,-0.066418462,0.757831558,-0.517012873,-0.000552551,-0.305355717,0.842713031,-0.422858283,0.042047952,0.077473352,53,0
68,-1.250734109,0.585787569,1.096862516,0.028173954,0.355958213,-0.494204009,0.331706422,0.430331912,-0.517435741,-0.971790082,-1.427251862,0.134445232,0.650581926,0.30445581,0.481455433,0.886428236,-0.970329266,0.195697568,-0.641753401,0.047247515,-0.018123739,-0.506763593,0.02683261,-0.507916324,-0.120959596,-0.76916421,-0.00044051,-0.000880445,59.99,0
69,-1.800977311,-0.627144174,1.81719065,-0.673835492,-1.316038538,-0.134720634,0.227719922,0.702539957,0.245161298,-1.428188743,0.525298625,0.693165683,-1.059853153,0.051263199,-1.632878196,0.429572946,-0.10881136,0.122962838,-0.038962564,0.383700872,0.122963926,-0.275322832,0.468685997,0.5481583,-0.129846063,0.743846602,-0.183879557,-0.047797828,237.68,0
70,-3.379371631,-3.824800084,2.345858344,-0.378419813,2.419518079,-1.461908958,-1.346935432,0.411368003,0.859174839,-0.791995485,-0.107011858,0.203661356,-1.225660143,-0.37581064,-1.421259603,0.481157377,-0.679478667,0.43175151,0.197144443,1.238271072,0.14880982,-0.69167001,0.762360668,-0.354512828,0.413968853,0.80368245,-0.393603728,-0.108977987,210.08,0
71,1.206493971,0.580921832,-0.272828892,2.116820938,0.942953553,0.510433633,0.42774826,-0.00650325,-0.932063022,0.628530794,-1.455176371,-0.322652495,0.325791724,0.409834728,0.613819206,0.614566793,-0.743403647,-0.817763959,-0.569244755,-0.079550285,-0.429322181,-1.35001832,-0.007251162,-1.393041753,0.431468133,-0.232482362,-0.020121248,0.009223598,34.05,0
72,-0.459311026,0.550479908,1.160416987,-2.142799018,0.232948366,-0.84882417,0.933457529,-0.11685712,0.699187,-0.9975565,1.600106559,0.56331105,-1.301024487,0.504804094,0.523741527,-0.692214229,-0.414690643,0.138137679,-0.240621649,-0.05767513,0.142311322,0.741781973,-0.242427636,0.203990642,-0.088923798,-0.836673738,0.245628008,-0.027232127,1,0
